DATE,WEEK,REGION,USE_FREQ,INDEX_FREQ_MINMAX,MA_INDEX_FREQ_MINMAX,BUZZ_FREQ,INDEX_BUZZ_FREQ_MINMAX,MA_INDEX_BUZZ_FREQ_MINMAX,TRACTION_A,TRACTION_B,TRACTION_C,INDEX_TRACTION_A_MINMAX,INDEX_TRACTION_B_MINMAX,INDEX_TRACTION_C_MINMAX,MA_INDEX_TRACTION_A_MINMAX,MA_INDEX_TRACTION_B_MINMAX,MA_INDEX_TRACTION_C_MINMAX,ATTRACTION_A,ATTRACTION_B,ATTRACTION_C,ATTRACTION_A_MINMAX,ATTRACTION_B_MINMAX,ATTRACTION_C_MINMAX,MA_ATTRACTION_A_MINMAX,MA_ATTRACTION_B_MINMAX,MA_ATTRACTION_C_MINMAX,AVG_ATTRACTION,AVG_ATTRACTION_MINMAX,MA_AVG_ATTRACTION_MINMAX,INDEX,MA_INDEX,UNIT_PRICE
2017년 1월 1주,1,노원구,0.51,10.37,10.37,0.16,2.56,2.56,0.17,0.08,0.15,44.49,29.7,39.68,2.29,1.43,1.89,0.01,-0.08,-0.01,2.29,1.43,1.89,44.49,29.7,39.68,-0.03,37.96,37.96,0.21,4.47,6351
2017년 1월 2주,2,노원구,0.56,11.78,11.08,0.24,3.76,3.16,0.24,0.1,0.06,44.74,27.4,24.24,3.07,1.54,1.35,0,-0.14,-0.18,3.85,1.66,0.81,44.62,28.55,31.96,-0.11,32.13,35.04,0.23,4.81,6485
2017년 1월 3주,3,노원구,0.54,11.6,11.25,0.17,2.45,2.92,0.2,0.11,0.05,69.01,31,25.36,2.99,1.55,1.19,0.03,-0.06,-0.12,2.84,1.56,0.87,52.75,29.37,29.76,-0.05,41.79,37.29,0.22,4.59,6569
2017년 1월 4주,4,노원구,0.61,14.02,11.94,0.16,2.75,2.88,0.12,0.16,0.08,36.17,46.43,18.82,2.72,1.81,1.28,-0.04,0,-0.08,1.92,2.6,1.54,48.6,33.63,27.02,-0.04,33.81,36.42,0.24,5.05,7032
2017년 1월 5주,5,노원구,0.48,9.79,11.8,0.18,2.47,2.86,0.05,0.09,0.02,32.02,25.32,38.93,2.23,1.85,0.81,-0.13,-0.09,-0.16,0.31,1.59,0,45.49,32.54,26.84,-0.13,32.09,34.96,0.18,4.82,6904
2017년 2월 1주,6,노원구,0.56,13.23,12.16,0.2,3.28,2.74,0.23,0.12,0.05,42.69,21.53,6.93,2.24,1.96,0.69,0.03,-0.08,-0.15,3.88,2.07,0.36,44.97,31.07,22.51,-0.07,23.72,32.85,0.23,5.07,6481
2017년 2월 2주,7,노원구,0.48,8.21,11.31,0.14,2.19,2.67,0.09,0.09,0.08,44.51,43.72,24.53,1.9,1.87,0.74,-0.05,-0.05,-0.06,1.5,1.21,1.04,38.85,34.25,22.3,-0.05,37.58,31.8,0.19,4.92,6409
2017년 2월 3주,8,노원구,0.52,9.78,10.25,0.16,2.3,2.56,0.14,0.03,0.15,46.92,46.91,49.66,1.81,1.34,0.92,-0.02,-0.13,-0.01,1.53,0.47,2.26,41.54,34.37,30.01,-0.05,47.83,35.31,0.21,4.4,6429
2017년 2월 4주,9,노원구,0.46,6.87,9.52,0.19,2.89,2.66,0.16,0.06,0.07,48.72,31.21,38.3,2.26,1.09,1.06,-0.03,-0.13,-0.12,2.14,0.6,0.56,45.71,35.84,29.86,-0.09,39.41,37.14,0.19,4.23,7469
2017년 3월 1주,10,노원구,0.48,10.13,8.75,0.19,3,2.6,0.15,0,0.06,54.26,19.28,13.64,1.86,0.57,1.25,-0.04,-0.19,-0.13,2.29,0,1.15,48.6,35.28,31.53,-0.12,29.06,38.47,0.18,3.71,5865
2017년 3월 2주,11,노원구,0.48,9,8.95,0.23,4.33,3.13,0.13,0.07,0.08,33.79,15.59,27.83,2.08,0.56,1.37,-0.1,-0.16,-0.15,2.36,1.16,1.5,45.92,28.25,32.36,-0.14,25.74,35.51,0.19,3.52,6137
2017년 3월 3주,12,노원구,0.59,12.99,9.75,0.16,2.47,3.17,0.04,0.2,0.08,33.07,38.76,23.31,1.7,1.34,1.04,-0.12,0.04,-0.08,0,3.59,0.93,42.46,26.21,25.77,-0.05,31.71,31.48,0.23,3.72,5961
2017년 3월 4주,13,노원구,0.51,9.63,10.44,0.24,4.17,3.49,0.36,0.12,0.27,32.5,36.47,23.13,2.55,1.69,2.32,0.12,-0.12,0.03,5.55,2.01,5.7,38.4,27.52,21.98,0.01,30.7,29.3,0.25,4.62,5732
2017년 4월 1주,14,노원구,0.55,12.71,11.08,0.21,3.58,3.64,0.08,0.38,0.06,32.93,36.54,5.19,2.16,3.27,2.18,-0.13,0.17,-0.15,0.74,6.32,0.59,33.07,31.84,19.86,-0.04,24.89,28.26,0.24,4.87,4916
2017년 4월 2주,15,노원구,0.59,14.04,12.34,0.23,4.59,3.7,0.34,0.34,0.16,58.82,42.11,46.74,3.38,4.63,2.48,0.11,0.11,-0.07,7.22,6.61,2.7,39.33,38.47,24.59,0.05,49.22,34.13,0.29,6.39,5545
2017년 4월 3주,16,노원구,0.55,12.5,12.22,0.14,2.17,3.63,0.18,0.15,0.08,50.39,32.71,42.65,4.16,4.32,2.67,0.04,0.01,-0.06,3.12,2.33,1.68,43.66,36.96,29.43,0,41.92,36.68,0.23,6.44,5390
2017년 4월 4주,17,노원구,0.59,14.52,13.44,0.28,4.68,3.75,0.29,0,0.17,35.71,13.68,31.47,3.9,3.82,2.01,0.01,-0.28,-0.11,4.54,0,3.06,44.46,31.26,31.51,-0.13,26.96,35.75,0.25,6.3,5436
2017년 5월 1주,18,노원구,0.61,15.32,14.1,0.2,3.51,3.74,0.23,0.18,0.21,39.13,42.33,38.89,4.86,3.1,2.87,0.03,-0.02,0.01,4.55,3.45,4.06,46.01,32.71,39.94,0.01,40.11,39.55,0.27,6.98,5975
2017년 5월 2주,19,노원구,0.61,13.7,14.01,0.18,3.02,3.34,0.16,0.17,0.23,57.38,43.9,62.5,3.58,2.07,3.44,-0.02,-0.01,0.05,2.12,2.5,4.96,45.65,33.16,43.88,0.01,54.6,40.9,0.27,6.36,5400
2017년 5월 3주,20,노원구,0.52,10.99,13.63,0.22,4.33,3.88,0.2,0.39,0.24,39.3,34.11,37.35,3.64,2.92,4.28,-0.02,0.17,0.02,3.36,5.75,5.05,42.88,33.51,42.55,0.06,36.92,39.65,0.27,6.85,5180
2017년 5월 4주,21,노원구,0.61,14.33,13.58,0.18,2.15,3.25,0.37,0.05,0.19,75.92,28.93,57.23,4.44,3.01,4.21,0.19,-0.13,0.01,7.71,0.32,2.77,52.93,37.32,48.99,0.02,54.02,46.41,0.27,7.25,5207
2017년 5월 5주,22,노원구,0.59,12.41,12.86,0.31,6.68,4.04,0.62,0.06,0.13,65.77,26.79,39.86,6.4,2.39,3.85,0.31,-0.25,-0.18,12.42,0.97,2.63,59.59,33.43,49.24,-0.04,44.14,47.42,0.29,7.27,5072
2017년 6월 1주,23,노원구,0.64,16.14,13.47,0.23,4.2,4.34,0.21,0.17,0.24,37.82,22.83,55.17,6.79,2.36,3.68,-0.02,-0.06,0.01,3.66,2.4,4.26,54.7,28.16,47.4,-0.02,38.6,43.42,0.28,7.34,5559
2017년 6월 2주,24,노원구,0.57,13.27,14.04,0.25,4.62,4.41,0.08,0.19,0.27,25,32.72,40.17,6.33,1.61,3.56,-0.17,-0.06,0.02,1.52,2.75,4.59,51.13,27.82,48.11,-0.07,32.63,42.35,0.25,7.01,5018
2017년 6월 3주,25,노원구,0.52,9.57,12.85,0.17,3.12,4.66,0.12,0.4,0.17,41.2,46.84,33.14,4.92,3.04,3.55,-0.05,0.23,0,2.09,6.03,2.71,42.45,32.3,42.09,0.06,40.39,38.94,0.25,6.53,5202
2017년 6월 4주,26,노원구,0.49,10.54,12.38,0.18,3.23,3.79,0.17,0.2,0.05,42.75,20.73,32,2.56,3.56,3.12,-0.01,0.02,-0.13,2.98,3.07,0.91,36.69,30.78,40.12,-0.04,31.82,35.86,0.21,5.8,5389
2017년 7월 1주,27,노원구,0.46,9.84,10.8,0.26,4.96,3.98,0.23,0.31,0.12,36.36,21.88,33.57,2.69,3.94,2.57,-0.03,0.05,-0.14,4.17,3.91,2.05,36.33,30.54,34.72,-0.04,30.6,33.86,0.23,5.47,5663
2017년 7월 2주,28,노원구,0.54,10.98,10.23,0.23,3.85,3.79,0.08,0.11,0.24,7.74,32.89,27.64,2.62,3.64,2.47,-0.15,-0.12,0.01,1.23,1.54,4.2,32.01,30.58,31.59,-0.09,22.76,31.39,0.23,5.18,6489
2017년 7월 3주,29,노원구,0.52,10.38,10.43,0.25,4.43,4.12,0.24,0.35,0.19,58.04,40.09,28.92,3.11,3.53,2.67,-0.01,0.1,-0.06,4.05,5.61,3.52,36.22,28.9,30.53,0.01,42.35,31.88,0.26,5.39,5844
2017년 7월 4주,30,노원구,0.49,9.85,10.26,0.24,4.01,4.31,0.26,0.08,0.23,73.61,25.07,30.68,3.52,3.04,3.51,0.02,-0.16,-0.01,4.61,1.09,4.27,43.94,29.98,30.2,-0.05,43.12,34.71,0.23,5.48,6050
2017년 7월 5주,31,노원구,0.51,10.26,10.37,0.17,2.94,3.81,0.24,0.08,0.09,46.74,30.36,29.22,3.61,2.36,3.37,0.07,-0.09,-0.08,4.56,1.18,1.47,46.53,32.1,29.12,-0.03,35.44,35.92,0.22,5.22,5511
2017년 8월 1주,32,노원구,0.54,10.43,10.23,0.13,2.29,3.42,0.06,0.08,0.12,42.86,45.21,43.06,3.47,2.31,2.72,-0.07,-0.05,-0.01,0.65,1.37,1.61,55.31,35.18,32.97,-0.04,43.71,41.15,0.21,5.23,5049
2017년 8월 2주,33,노원구,0.54,11.53,10.52,0.28,4.81,3.51,0.36,0.26,0.06,61.59,52.17,12.24,4.05,1.93,2.07,0.08,-0.02,-0.22,6.38,4.08,0.92,56.2,38.2,28.8,-0.05,42,41.07,0.26,5.17,5642
2017년 8월 3주,34,노원구,0.48,9.56,10.44,0.25,4.49,3.63,0.18,0.2,0.22,22.61,35.44,23.6,3.72,2.44,2,-0.07,-0.05,-0.03,3.27,3.12,4.01,43.45,40.8,27.03,-0.05,27.22,37.09,0.23,5.18,8081
2017년 8월 4주,35,노원구,0.52,10.96,10.62,0.15,2.15,3.44,0,0.3,0.11,29.73,54.92,45.8,2.58,3.3,2.11,-0.15,0.15,-0.04,0,4.64,1.89,39.2,46.94,31.18,-0.01,43.48,39.1,0.22,5.25,5909
2017년 9월 1주,36,노원구,0.57,13.33,11.34,0.28,4.63,4.02,0.3,0.23,0.11,28.87,33.16,13.98,3.65,3.85,2.19,0.02,-0.05,-0.17,4.94,3.55,1.93,35.7,43.92,23.91,-0.07,25.34,34.51,0.26,5.57,6309
2017년 9월 2주,37,노원구,0.6,13.48,11.83,0.24,4.61,3.97,0.14,0.1,0.02,37.4,37.86,7.07,2.65,3.15,1.96,-0.1,-0.14,-0.22,2.39,1.3,0,29.65,40.34,22.61,-0.15,27.44,30.87,0.23,4.78,5474
2017년 9월 3주,38,노원구,0.62,13.87,12.91,0.31,5.59,4.25,0.33,0.28,0.37,31.25,24.32,46.15,3.16,3.3,2.58,0.02,-0.03,0.06,5.29,3.69,6.49,31.81,37.56,28.25,0.02,33.91,32.54,0.32,5.41,5756
2017년 9월 4주,39,노원구,0.61,15.16,13.96,0.18,3.59,4.61,0.21,0.1,0.19,31.25,16.46,33.33,4.25,2.48,3.05,0.03,-0.08,0.01,4.37,1.36,3.78,32.19,27.95,25.13,-0.01,27.01,28.42,0.26,5.9,5754
2017년 10월 1주,40,노원구,0.59,15.93,14.61,0.21,3.55,4.34,0.15,0.14,0.17,55.14,39.28,56.93,3.74,2.07,3.39,-0.06,-0.07,-0.04,2.92,1.92,3.28,38.76,29.48,35.87,-0.06,50.45,34.7,0.25,6.07,7023
2017년 10월 2주,41,노원구,0.55,13.57,14.63,0.12,1.63,3.59,0.04,0.13,0.08,27.89,41.05,41.18,3.31,2.26,3.68,-0.08,0.01,-0.04,0.67,2.06,1.16,36.38,30.28,44.4,-0.04,36.71,37.02,0.21,6.55,5543
2017년 10월 3주,42,노원구,0.47,9.96,13.65,0.13,2.06,2.71,0.11,0.27,0.06,48.56,44.98,37.97,2.31,2.29,2.29,-0.02,0.14,-0.07,1.26,3.8,0.93,40.71,35.44,42.35,0.02,43.84,39.5,0.21,5.57,5948
2017년 10월 4주,43,노원구,0.51,11.59,12.76,0.16,3.07,2.58,0.11,0.2,0.17,43.09,40.31,50.26,1.76,2.68,2.02,-0.05,0.04,0.01,2.17,2.95,2.71,43.67,41.4,46.59,0,44.55,43.89,0.22,5.28,5557
2017년 10월 5주,44,노원구,0.53,10.9,11.5,0.27,4.87,2.91,0.14,0.06,0.15,28.7,12.75,9.2,1.58,2.45,1.78,-0.13,-0.21,-0.12,2.22,0.99,2.32,37.06,34.77,34.65,-0.15,16.88,35.49,0.22,4.56,5844
2017년 11월 1주,45,노원구,0.58,14.18,11.66,0.23,3.82,3.46,0.2,0.46,0.11,37.68,36.29,32.33,2.24,3.64,2.01,-0.03,0.23,-0.12,3.32,6.8,2.06,39.51,33.58,32.44,0.03,35.43,35.17,0.28,5.28,5639
2017년 11월 2주,46,노원구,0.52,9.82,11.62,0.17,3.14,3.73,0.02,0.12,0.12,26.14,44.06,21.11,2.02,3.17,2.4,-0.15,-0.05,-0.05,0.38,1.94,2.5,33.9,33.35,28.22,-0.08,30.44,31.82,0.2,5.42,5669
2017년 11월 3주,47,노원구,0.59,13.1,12,0.21,3.58,3.85,0.16,0.19,0.18,44.61,38.5,22.37,2.15,3.18,2.57,-0.05,-0.02,-0.03,2.66,3,3.4,34.28,32.9,21.25,-0.03,35.16,29.48,0.26,5.78,5864
2017년 11월 4주,48,노원구,0.55,11.69,12.2,0.21,3.25,3.45,0.26,0.13,0.06,33.33,46.1,19.13,2.75,3.43,2.25,0.05,-0.08,-0.15,4.65,1.98,1.04,35.44,41.24,23.74,-0.06,32.86,33.47,0.23,6.22,5694
2017년 12월 1주,49,노원구,0.49,10.34,11.24,0.23,4.18,3.54,0.14,0.26,0.11,53.52,28.74,16.67,2.53,2.63,2.12,-0.09,0.03,-0.12,2.42,3.58,1.52,39.4,39.35,19.82,-0.06,32.98,32.86,0.22,5.61,6142
2017년 12월 2주,50,노원구,0.49,10,11.28,0.26,5.06,4.02,0.1,0.36,0.33,22.6,56.39,34.03,2.83,3.61,2.87,-0.16,0.1,0.07,1.6,5.87,5.53,38.52,42.43,23.05,0,37.67,34.67,0.25,6.08,5761
2017년 12월 3주,51,노원구,0.5,10.44,10.62,0.22,3.93,4.11,0.13,0.17,0.14,38.56,19.05,16.88,2.75,3.46,2.61,-0.09,-0.05,-0.08,2.31,2.39,2.34,37,37.57,21.68,-0.07,24.83,32.08,0.22,5.65,7177
2017년 12월 4주,52,노원구,0.5,10.38,10.29,0.16,2.32,3.87,0.23,0.14,0.12,51.96,46.48,45.74,2.76,3.59,2.82,0.07,-0.02,-0.04,4.7,2.53,1.87,41.66,37.67,28.33,0,48.06,35.88,0.22,5.57,7031
2018년 1월 1주,53,노원구,0.49,9.2,10,0.12,1.81,3.28,0.26,0.1,0.1,36.16,45.77,41.14,3.19,3.09,2.77,0.14,-0.02,-0.02,4.15,1.56,1.34,37.32,41.92,34.45,0.03,41.02,37.89,0.21,5.4,6789
2018년 1월 2주,54,노원구,0.45,7.27,9.32,0.16,2.33,2.6,0.21,0.11,0.07,62.39,40.08,47.09,3.6,1.94,1.62,0.05,-0.05,-0.09,3.23,1.27,0.92,47.27,37.85,37.71,-0.03,49.85,40.94,0.19,4.71,6970
2018년 1월 3주,55,노원구,0.41,7.08,8.48,0.21,3.04,2.38,0.2,0.28,0.29,38.66,64.24,55.1,3.85,2.51,2.21,-0.01,0.07,0.08,3.32,4.69,4.7,47.29,49.14,47.27,0.05,52.67,47.9,0.22,4.89,6169
2018년 1월 4주,56,노원구,0.4,5.76,7.33,0.16,2.2,2.35,0.2,0.05,0.11,67.11,35.71,38.46,3.72,2.04,2.18,0.04,-0.11,-0.05,4.18,0.63,1.75,51.08,46.45,45.45,-0.04,47.09,47.66,0.17,4.34,6378
2018년 1월 5주,57,노원구,0.42,7.74,6.96,0.15,2.29,2.47,0.18,0.06,0.12,34.19,20.41,28.34,3.6,1.87,2.3,0.03,-0.09,-0.03,3.67,0.89,1.82,50.59,40.11,42.25,-0.03,27.65,44.32,0.18,4.23,5999
2018년 2월 1주,58,노원구,0.43,7.58,7.04,0.14,2.01,2.39,0.14,0.16,0.14,44.71,32.34,41.23,3.43,2.18,2.56,0,0.02,0,2.55,2.5,1.98,46.17,38.18,40.78,0.01,39.42,41.71,0.19,4.41,6807
2018년 2월 2주,59,노원구,0.41,6.11,6.8,0.25,4.21,2.68,0.2,0.34,0.28,45.5,41.2,46.19,3.3,2.28,2.46,-0.05,0.09,0.03,2.79,5.11,4.27,47.88,32.42,38.56,0.02,44.3,39.61,0.23,4.07,7883
2018년 2월 3주,60,노원구,0.41,6.89,7.08,0.23,3.26,2.94,0.11,0.2,0.24,46.5,48.39,41.4,2.78,2.93,2.91,-0.12,-0.03,0.01,2.12,3.21,3.57,42.73,35.58,39.29,-0.05,45.43,39.2,0.2,4.21,6369
2018년 2월 4주,61,노원구,0.47,9.3,7.47,0.26,4.07,3.39,0.28,0.3,0.16,48.74,28.81,9.52,2.95,3.65,3.12,0.02,0.04,-0.1,4.32,3.79,2.65,46.36,37.68,34.58,-0.01,29.02,39.54,0.24,4.52,6833
2018년 3월 1주,62,노원구,0.53,10.84,8.28,0.21,3.24,3.7,0.3,0.19,0.22,49.23,40,47.2,3.6,3.75,3.42,0.09,-0.02,0.01,5.16,2.88,3.2,47.49,39.6,36.08,0.03,45.48,41.06,0.26,4.89,6025
2018년 3월 2주,63,노원구,0.49,9.06,9.02,0.18,2.57,3.29,0.07,0.35,0.09,17.73,34.58,25.53,3.04,3.75,2.62,-0.11,0.17,-0.09,0.54,5.12,1.04,40.55,37.95,30.91,-0.01,25.95,36.47,0.22,4.86,6499
2018년 3월 3주,64,노원구,0.49,8.88,9.52,0.22,3.59,3.37,0.21,0.28,0.21,55.3,39.45,50.98,3.38,3.96,2.66,-0.01,0.06,-0.01,3.5,4.04,3.74,42.75,35.71,33.31,0.01,48.58,37.26,0.24,5.3,6036
2018년 3월 4주,65,노원구,0.4,6.64,8.85,0.22,3.62,3.26,0.13,0.11,0.24,21.93,42.13,44.07,2.84,3.29,2.87,-0.09,-0.11,0.02,2.16,1.13,3.51,36.05,39.04,41.94,-0.06,36.04,39.01,0.19,4.88,6542
2018년 4월 1주,66,노원구,0.49,10.67,8.81,0.22,3.35,3.28,0.25,0.31,0.16,47.79,22.3,21.49,2.7,3.68,2.63,0.03,0.09,-0.06,4.61,4.42,2.22,35.69,34.62,35.52,0.02,30.52,35.27,0.24,4.97,5370
2018년 4월 2주,67,노원구,0.45,7.86,8.51,0.22,3.61,3.54,0.05,0.37,0.27,16.25,31,41.51,2.62,3.71,3.49,-0.17,0.15,0.05,0.19,5.25,4.49,35.32,33.72,39.51,0.01,29.59,36.18,0.23,5.09,5694
2018년 4월 3주,68,노원구,0.44,9.25,8.6,0.26,5.15,3.93,0.21,0.2,0.49,38.46,44.27,47.02,2.75,3.39,4.56,-0.05,-0.06,0.23,4.04,2.76,8.04,31.11,34.93,38.52,0.04,43.25,34.85,0.25,5.09,5713
2018년 4월 4주,69,노원구,0.45,8.64,9.1,0.23,3.85,3.99,0.2,0.26,0.14,53.75,42.81,39.71,3.23,4.05,4.3,-0.03,0.03,-0.09,4.07,3.78,2.46,39.06,35.1,37.43,-0.03,45.42,37.19,0.22,5.4,5830
2018년 4월 5주,70,노원구,0.49,9.03,8.69,0.27,4.29,4.23,0.17,0.34,0.14,13.39,39.33,31.17,2.65,3.98,4.19,-0.1,0.07,-0.13,2.29,4.14,1.75,30.46,39.35,39.85,-0.05,27.96,36.55,0.24,4.99,6772
2018년 5월 1주,71,노원구,0.47,10.07,9.25,0.3,4.6,4.47,0.25,0.39,0.28,45.77,33.95,17.74,3.5,3.88,4.06,-0.05,0.09,-0.02,3.59,4.83,4.01,37.84,40.09,33.91,0.01,32.49,37.28,0.26,5.08,6857
2018년 5월 2주,72,노원구,0.49,8.48,9.05,0.29,4.42,4.29,0.45,0.34,0.23,59.76,34.19,16.27,4.51,4.2,2.67,0.16,0.05,-0.06,8.08,4.05,2.45,43.17,37.57,26.22,0.05,36.74,35.65,0.28,5.22,7048
2018년 5월 3주,73,노원구,0.56,12.77,10.09,0.35,6.1,4.85,0.48,0.34,0.35,63.38,42.93,39.8,5.85,4.66,3.5,0.13,-0.01,0,9.43,5.62,5.79,45.58,37.6,26.25,0.04,48.7,36.47,0.32,6.06,6415
2018년 5월 4주,74,노원구,0.49,9.67,10.25,0.29,4.66,4.95,0.31,0.24,0.17,40.62,29.6,28.76,6.62,4.42,3.61,0.02,-0.05,-0.12,5.38,3.18,2.2,52.38,35.17,25.64,-0.05,32.99,37.73,0.24,6.23,6622
2018년 6월 1주,75,노원구,0.5,9.16,10.02,0.27,4.51,4.92,0.25,0.33,0.16,50.65,61.38,53.19,6.76,4.41,3.21,-0.02,0.06,-0.11,4.17,4.77,2.39,53.6,42.03,34.51,-0.02,55.07,43.37,0.25,6.39,5641
2018년 6월 2주,76,노원구,0.51,10.07,10.42,0.3,5.1,5.09,0.21,0.26,0.42,43.48,36.06,47.3,5.49,4.36,4.23,-0.09,-0.04,0.12,2.98,3.86,6.54,49.53,42.49,42.26,0,42.28,44.76,0.27,6.51,6070
2018년 6월 3주,77,노원구,0.5,8.77,9.42,0.23,3.99,4.57,0.07,0.27,0.25,31.41,47.98,37.08,3.35,3.92,3.88,-0.16,0.04,0.02,0.88,3.86,4.37,41.54,43.76,41.58,-0.03,38.82,42.29,0.23,5.76,5877
2018년 6월 4주,78,노원구,0.49,8.63,9.16,0.2,3.02,4.16,0.35,0.22,0.12,32.52,43.79,44.57,3.57,3.89,3.83,0.15,0.02,-0.08,6.25,3.08,2.03,39.51,47.3,45.54,0.03,40.29,44.11,0.24,5.73,5665
2018년 7월 1주,79,노원구,0.45,7.26,8.68,0.28,4.7,4.2,0.33,0.38,0.41,43.75,39.24,35.92,3.97,4.09,5.22,0.05,0.1,0.13,5.78,5.57,7.92,37.79,41.77,41.22,0.09,39.64,40.26,0.27,5.91,6625
2018년 7월 2주,80,노원구,0.44,7.41,8.02,0.27,4.42,4.03,0.25,0.16,0.47,28.97,35.26,44.44,4.41,3.73,5.52,-0.02,-0.11,0.2,4.72,2.41,7.75,34.16,41.57,40.5,0.02,36.23,38.74,0.24,5.78,7127
2018년 7월 3주,81,노원구,0.44,7.23,7.63,0.21,3.33,3.87,0.46,0.26,0.29,65,46.69,41.18,6.29,3.88,5.93,0.25,0.05,0.08,8.42,4.44,6.02,42.56,41.24,41.53,0.13,50.96,41.78,0.26,6.21,6163
2018년 7월 4주,82,노원구,0.44,6.42,7.08,0.22,3.67,4.03,0.3,0.16,0.09,67.67,42.46,32.22,6.18,3.75,5.68,0.08,-0.06,-0.13,5.78,2.56,1.05,51.35,40.91,38.44,-0.04,47.45,43.57,0.21,6.01,7417
2018년 7월 5주,83,노원구,0.38,4.87,6.48,0.29,4.79,4.05,0.23,0.24,0.2,27.64,29.28,21.21,5.66,3.26,4.67,-0.06,-0.05,-0.09,3.73,3.62,3.85,47.32,38.42,34.76,-0.07,26.05,40.17,0.2,5.44,7460
2018년 8월 1주,84,노원구,0.39,6.21,6.18,0.24,4.4,4.05,0.26,0.19,0.27,23.93,38.18,45.03,5.76,3.48,3.92,0.02,-0.05,0.03,5.12,3.29,4.77,46.06,39.15,34.91,0,35.72,40.04,0.21,5.18,7147
2018년 8월 2주,85,노원구,0.47,8.19,6.42,0.29,5.66,4.63,0.27,0.29,0.36,26.88,28.3,47.55,4.8,3.36,4.02,-0.02,0,0.07,4.55,3.99,6.42,36.53,34.56,36.5,0.02,34.24,35.86,0.26,4.93,7670
2018년 8월 3주,86,노원구,0.42,6.65,6.48,0.23,3.79,4.66,0.24,0.28,0.14,43.09,36.53,45.83,4.2,3.88,4.41,0.01,0.05,-0.09,3.38,4.61,2.6,30.38,33.07,39.91,-0.01,41.82,34.46,0.21,4.84,6430
2018년 8월 4주,87,노원구,0.45,7.16,7.05,0.4,7.58,5.36,0.39,0.43,0.36,48.44,50.68,56.1,4.97,4.83,4.93,-0.01,0.03,-0.04,6.83,7.43,5.92,35.58,38.42,48.63,-0.01,51.74,40.88,0.28,5.56,6109
2018년 9월 1주,88,노원구,0.44,7.57,7.39,0.28,4.93,5.49,0.36,0.13,0.19,33.87,39.87,27.14,5.41,4.49,4.51,0.08,-0.15,-0.09,6.87,1.93,3.09,38.07,38.85,44.16,-0.05,33.63,40.36,0.22,5.65,5776
2018년 9월 2주,89,노원구,0.45,7.79,7.29,0.36,6.42,5.68,0.4,0.34,0.46,30,32.53,54.72,5.98,4.74,4.86,0.04,-0.02,0.1,6.85,4.98,7.83,38.85,39.9,45.95,0.04,39.08,41.57,0.28,5.9,5740
2018년 9월 3주,90,노원구,0.45,7.36,7.47,0.28,5.35,6.07,0.3,0.2,0.28,40.17,41.89,56.16,6.6,4.43,5.52,0.02,-0.08,0,5.86,3.38,5.24,38.12,41.24,48.53,-0.02,46.08,42.63,0.24,6.37,5809
2018년 9월 4주,91,노원구,0.5,11.19,8.48,0.24,4.37,5.27,0.4,0.27,0.52,80.67,53.38,94.07,6.85,3.7,6.56,0.16,0.03,0.28,7.82,4.51,10.1,46.18,41.92,58.02,0.16,76.04,48.71,0.3,6.88,6340
2018년 10월 1주,92,노원구,0.5,11.38,9.43,0.19,2.73,4.72,0.34,0.36,0.13,58.79,37.11,30.82,6.43,4.51,6.1,0.15,0.17,-0.06,5.19,5.17,1.23,52.41,41.23,58.94,0.09,42.24,50.86,0.26,7.02,5869
2018년 10월 2주,93,노원구,0.51,10.88,10.2,0.22,3.57,4.01,0.24,0.16,0.2,61.68,43.18,33.33,5.64,3.76,4.82,0.02,-0.06,-0.02,3.68,2,2.7,60.33,43.89,53.6,-0.02,46.07,52.61,0.24,6.6,5354
2018년 10월 3주,94,노원구,0.48,8.51,10.49,0.3,5.56,4.06,0.17,0.26,0.28,33.33,50.47,29.88,4.75,3.87,4.64,-0.13,-0.04,-0.02,2.31,3.79,4.52,58.62,46.04,47.03,-0.06,37.89,50.56,0.24,6.52,5565
2018년 10월 4주,95,노원구,0.47,8.9,9.92,0.22,3.36,3.81,0.08,0.21,0.1,21.43,40.34,28.17,2.85,3.78,2.65,-0.14,-0.01,-0.12,0.23,4.14,2.15,43.81,42.78,30.55,-0.09,29.98,39.04,0.2,5.32,6102
2018년 10월 5주,96,노원구,0.44,8.04,9.08,0.25,4.48,4.24,0.12,0.33,0.24,36.67,51.78,54.47,2.03,3.86,3.35,-0.13,0.08,-0.01,1.9,5.53,4.03,38.28,46.44,36.46,-0.02,47.64,40.39,0.22,5.02,5969
2018년 11월 1주,97,노원구,0.42,7.23,8.17,0.33,5.36,4.69,0.24,0.35,0.41,36.91,35.2,50,1.61,4.48,4.36,-0.09,0.02,0.08,2,4.46,6.74,32.08,44.45,40.63,0,40.71,39.05,0.25,4.93,6707
2018년 11월 2주,98,노원구,0.4,6.57,7.68,0.29,5.29,4.62,0.31,0.19,0.2,49.46,27.59,25.74,2.35,4.05,3.85,0.02,-0.1,-0.09,5.27,2.07,2.49,36.12,38.73,39.6,-0.06,34.26,38.15,0.21,4.57,8284
2018년 11월 3주,99,노원구,0.48,7.87,7.43,0.37,7.01,5.54,0.39,0.59,0.31,39.66,77.89,34.48,3.91,5.87,4.57,0.02,0.22,-0.06,6.46,11.43,5.04,40.67,48.12,41.17,0.06,50.68,43.32,0.3,5.34,6253
